Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...It.is.important.to.me.to.physically.check.out.items.before.buying.them..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...In.store.grocery.shopping.is.fun..,wfh_during,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.food.for.pick.up.delivery.from.a.restaurant..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Personal.space.is.important.to.me.when.I.travel..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.makes.me.less.disciplined.self.controlled..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Ferry.or.Water.Taxi.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.increases.family.conflicts..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.groceries.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.prefer.buying.groceries.online.rather.than.going.to.the.store..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.concerned.that.friends.or.family.will.experience.serious.health.issues.if.they.catch.the.coronavirus..,transit_usage_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.perform.better.when.I.interact.with.my.co.workers.in.person..,age,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.groceries..,education,hh_size,transit_usage_during,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.Ridehail..e.g..UberPool..Lyft.Shared..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Walk.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.bike.or.scooter..Lime..JUMP..etc...,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Everyone.should.stay.at.home.as.much.as.possible.until.the.coronavirus.has.subsided..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Even.if.I.don.t.end.up.buying.anything..I.still.enjoy.going.to.stores.and.browsing..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Solo.Ridehail..UberX..Lyft..or.Taxi.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.like.to.share.rides.with.others.if.it.saves.money..,gender,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Physical.distancing.is.an.efficient.approach.for.controlling.the.coronavirus.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Media.is.exaggerating.the.spread.of.the.coronavirus..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.try.to.use.transportation.options.that.allow.me.to.avoid.contact.with.other.people..,What.is.your.home.ZIP.code.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.miss.my.commute..,Waves,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Traveling.by.bus.or.light.rail.poses.a.risk.to.my.health..,Timestamp,Are.you.employed.in.one.of.the.following.industries.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.enjoy.social.interactions.with.my.colleagues..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.other.items.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shopping.online.is.convenient..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.can.efficiently.replace.most.of.my.in.person.work.meetings.with.online.meetings.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...My.friends.and.family.expect.me.to.stay.at.home.until.the.coronavirus.subsides..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.travel.on.a.bus.or.light.rail.if.physical.distancingÂ.measures.are.enforced..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......eat.a.meal.in.a.restaurant..,annual_hh_income,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.comfortable.sharing.a.ride.with.a.stranger..,job_status,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.other.items..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Eating.in.restaurants.is.a.fun.leisure.activity..,user_id,Have.you.had.COVID.19.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Wearing.face.covering.should.be.mandatory..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Drive.Alone.,wfh_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.don.t.mind.traveling.on.a.crowded.bus..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Carpool.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Bike.or.Scooter.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shutting.down.businesses.to.prevent.the.spread.of.the.coronavirus.is.not.worth.the.economic.damage.that.it.causes..
Somewhat agree,Somewhat agree,Everyday,1-2 days a week,Agree,Somewhat disagree,Never,Somewhat agree,Once a month or less,Disagree,Strongly agree,A few times a month,Somewhat disagree,63.0,1-2 days a week,"Professional degree (e.g. MD, JD)",Husband/wife/partner;Cat or Dog,A few times a month,Once a month or less,Everyday,Never,Somewhat disagree,Agree,A few times a month,Somewhat agree,Female,Somewhat agree,Strongly disagree,Somewhat agree,98199.0,Strongly disagree,"W1, W3P",Somewhat agree,2021/10/09 3:36:59 PM MDT,"No, none of the above",Somewhat agree,A few times a month,Agree,Agree,Disagree,Strongly agree,1-2 days a week,"$100,000 to $149,999",Somewhat disagree,self employed independent contractor,A few times a month,Agree,190613,"No, I have tested negative.",Strongly agree,3-4 days a week,Everyday,Disagree,Never,Never,Somewhat disagree
Disagree,Agree,Everyday,Once a month or less,Strongly agree,Disagree,Once a month or less,Agree,Once a month or less,Disagree,Strongly agree,Once a month or less,Agree,,A few times a month,,,Never,Never,A few times a month,Never,Strongly agree,Somewhat agree,Once a month or less,Strongly disagree,,Strongly agree,Strongly disagree,Strongly agree,98033.0,Somewhat agree,"W2F, W3P",Strongly agree,2021/10/09 5:14:45 PM MDT,"No, none of the above",Agree,A few times a month,Strongly agree,Agree,Somewhat agree,Disagree,Once a month or less,,Strongly disagree,"Employed, Full time",Once a month or less,Agree,191538,"No, I have tested negative.",Strongly agree,1-2 days a week,Everyday,Strongly disagree,Once a month or less,Never,Strongly disagree
Agree,Somewhat agree,Never,Once a month or less,Agree,Somewhat agree,Never,Agree,Never,Disagree,Strongly agree,1-2 days a week,Somewhat agree,,1-2 days a week,,,A few times a month,Never,Everyday,A few times a month,Disagree,Agree,Never,Somewhat agree,,Disagree,Strongly disagree,Somewhat disagree,98102.0,Disagree,"W3P, W3F",Somewhat agree,2021/10/07 1:06:36 PM MDT,,Strongly agree,1-2 days a week,Agree,Somewhat agree,Disagree,Agree,1-2 days a week,,Disagree,Retired,A few times a month,Strongly agree,191858,"I believe so, but I haven't been tested for it.",Strongly agree,1-2 days a week,Never,Somewhat disagree,A few times a month,1-2 days a week,Somewhat agree
Somewhat disagree,Somewhat agree,Everyday,1-2 days a week,Strongly agree,Agree,Never,Somewhat agree,Never,Disagree,Agree,Once a month or less,Agree,47.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Children aged 12-17;Children aged 18 or more;Cat or Dog,Never,Never,1-2 days a week,Never,Somewhat disagree,Somewhat agree,Never,Disagree,Male,Agree,Strongly disagree,Strongly agree,98391.0,Strongly disagree,"W1, W2P, W3P",Agree,2021/10/05 3:05:15 PM MDT,"No, none of the above",Somewhat disagree,1-2 days a week,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,1-2 days a week,"$200,000 or more",Strongly disagree,"Employed, Full time",3-4 days a week,Somewhat agree,190771,"No, I have tested negative.",Strongly agree,3-4 days a week,3-4 days a week,Strongly disagree,Never,Never,Somewhat agree
Agree,Agree,Everyday,A few times a month,Strongly agree,Agree,Never,Disagree,Never,Strongly disagree,Somewhat disagree,Never,Agree,22.0,A few times a month,"Graduate degree (e.g. MS, PhD, MBA)","Non-household members (e.g. relatives, roommates)",Never,Never,A few times a month,Never,Somewhat agree,Disagree,Once a month or less,Agree,Male,Somewhat disagree,Somewhat agree,Agree,98103.0,Somewhat disagree,"W1, W2P, W3P",Somewhat agree,2021/10/05 12:40:48 PM MDT,,Strongly agree,A few times a month,Agree,Strongly agree,Somewhat agree,Agree,A few times a month,"$20,000 to $24,999",Somewhat disagree,Student,A few times a month,Strongly agree,191000,"No, I have tested negative.",Somewhat agree,Everyday,A few times a month,Disagree,Once a month or less,Once a month or less,Somewhat agree
Somewhat disagree,Agree,1-2 days a week,1-2 days a week,Strongly agree,Disagree,A few times a month,Somewhat agree,1-2 days a week,Somewhat disagree,Agree,A few times a month,Somewhat agree,,Once a month or less,,,Never,Never,A few times a month,Never,Strongly agree,Agree,A few times a month,Disagree,,Strongly agree,Disagree,Strongly agree,98404.0,Disagree,"W2F, W3P",Agree,2021/10/07 12:17:47 PM MDT,"No, none of the above",Strongly agree,1-2 days a week,Strongly agree,Agree,Somewhat agree,Strongly agree,1-2 days a week,,Disagree,"Employed, Full time",Once a month or less,Agree,191659,"I believe so, but I haven't been tested for it.",Strongly agree,Everyday,1-2 days a week,Disagree,Never,A few times a month,Disagree
Strongly agree,Somewhat agree,Everyday,A few times a month,Strongly agree,Somewhat agree,Never,Strongly disagree,A few times a month,Strongly disagree,Strongly agree,Never,Somewhat disagree,44.0,A few times a month,"4-year college degree (e.g. BA, BS)",Children aged 6-11,Never,Never,3-4 days a week,Never,Strongly agree,Strongly agree,Once a month or less,Strongly disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98034.0,Somewhat agree,"W1, W2P, W3P",Somewhat agree,2021/10/05 12:51:19 PM MDT,"No, none of the above",Strongly agree,1-2 days a week,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,A few times a month,"$100,000 to $149,999",Strongly disagree,"Employed, Full time",A few times a month,Strongly agree,190065,"No, I have tested negative.",Strongly agree,Everyday,3-4 days a week,Strongly disagree,Never,Never,Somewhat agree
Agree,Agree,Everyday,Never,Agree,Disagree,Once a month or less,Somewhat agree,A few times a month,Somewhat disagree,Agree,Once a month or less,Somewhat agree,,1-2 days a week,,,Never,A few times a month,3-4 days a week,Never,Agree,Somewhat agree,Once a month or less,Disagree,,Strongly agree,Somewhat agree,Agree,98005.0,Strongly disagree,"W2F, W3P",Somewhat agree,2021/10/05 11:13:23 AM MDT,,Somewhat agree,A few times a month,Agree,Agree,Agree,Agree,A few times a month,,Somewhat agree,Retired,A few times a month,Somewhat agree,191804,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,Never,Disagree,1-2 days a week,Never,Disagree
Agree,Somewhat agree,Once a month or less,A few times a month,Somewhat agree,Disagree,Once a month or less,Disagree,Never,Disagree,Strongly agree,Once a month or less,Strongly agree,,1-2 days a week,,,Never,Never,1-2 days a week,Never,Strongly disagree,Somewhat agree,Never,Somewhat disagree,,Agree,Disagree,Strongly disagree,98270.0,Disagree,"W2F, W3P",Disagree,2021/10/06 1:58:24 PM MDT,Medical,Strongly agree,A few times a month,Strongly disagree,Somewhat agree,Strongly disagree,Agree,A few times a month,,Strongly disagree,"Employed, Full time",A few times a month,Agree,191343,"No, I have tested negative.",Agree,Everyday,Never,Somewhat disagree,Once a month or less,Never,Strongly agree
Agree,Somewhat agree,Everyday,Once a month or less,Somewhat agree,Strongly agree,Once a month or less,Disagree,Never,Strongly disagree,Somewhat agree,3-4 days a week,Somewhat agree,75.0,3-4 days a week,"Graduate degree (e.g. MS, PhD, MBA)",None of the above,1-2 days a week,Once a month or less,Everyday,Never,Disagree,Agree,Once a month or less,Somewhat agree,Female,Somewhat agree,Strongly disagree,Somewhat disagree,98118.0,Strongly disagree,"W1, W2P, W3P, W3F",Somewhat disagree,2021/10/05 1:07:41 PM MDT,"No, none of the above",Somewhat agree,A few times a month,Agree,Somewhat disagree,Disagree,Strongly agree,A few times a month,"$25,000 to $34,999",Somewhat agree,"Employed, Part time",A few times a month,Agree,190288,"No, I have tested negative.",Somewhat agree,A few times a month,3-4 days a week,Disagree,1-2 days a week,Never,Somewhat agree
Agree,Disagree,Everyday,1-2 days a week,Agree,Disagree,Once a month or less,Disagree,Never,Strongly disagree,Disagree,Once a month or less,Somewhat agree,35.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner;Cat or Dog,1-2 days a week,A few times a month,1-2 days a week,Once a month or less,Strongly disagree,Somewhat agree,A few times a month,Somewhat disagree,Male,Agree,Disagree,Somewhat agree,98407.0,Strongly disagree,"W1, W2P, W3P",Somewhat disagree,2021/10/05 1:03:29 PM MDT,"No, none of the above",Agree,1-2 days a week,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,1-2 days a week,"$150,000 to $199,999",Agree,"Employed, Full time",A few times a month,Agree,190892,"No, I have tested negative.",Strongly agree,A few times a month,Everyday,Somewhat agree,1-2 days a week,A few times a month,Agree
Strongly agree,Strongly agree,Never,A few times a month,Somewhat disagree,Somewhat disagree,Never,Somewhat disagree,A few times a month,Somewhat agree,Strongly agree,Everyday,Somewhat disagree,38.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Husband/wife/partner;Children aged 6-11;Cat or Dog;Non-household members (e.g. relatives, roommates)",3-4 days a week,Never,Everyday,Never,Strongly agree,Strongly agree,Never,Strongly agree,Female,Strongly agree,Strongly disagree,Disagree,98198.0,Disagree,"W1, W3P",Somewhat agree,2021/10/09 1:06:21 AM MDT,,Strongly agree,A few times a month,Agree,Somewhat agree,Somewhat agree,Agree,A few times a month,"$150,000 to $199,999",Somewhat disagree,Unemployed,1-2 days a week,Strongly agree,190369,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,1-2 days a week,Agree,A few times a month,Never,Somewhat disagree
Somewhat agree,Somewhat agree,Never,1-2 days a week,Agree,Disagree,Once a month or less,Somewhat agree,Once a month or less,Somewhat disagree,Agree,A few times a month,Somewhat agree,,1-2 days a week,,,Never,Once a month or less,Everyday,Never,Agree,Somewhat agree,Once a month or less,Disagree,,Agree,Disagree,Somewhat agree,98042.0,Strongly disagree,"W2F, W3P",Somewhat agree,2021/10/05 7:10:43 PM MDT,,Somewhat agree,3-4 days a week,Agree,Agree,Somewhat agree,Agree,1-2 days a week,,Somewhat disagree,Retired,1-2 days a week,Somewhat agree,191295,"No, I have tested negative.",Strongly agree,1-2 days a week,Never,Strongly disagree,3-4 days a week,Never,Disagree
Agree,Somewhat disagree,3-4 days a week,Once a month or less,Agree,Disagree,Never,Strongly disagree,Once a month or less,Strongly disagree,Somewhat agree,Once a month or less,Somewhat agree,,A few times a month,,,Never,Never,3-4 days a week,Never,Somewhat agree,Disagree,A few times a month,Disagree,,Agree,Somewhat agree,Strongly agree,98144.0,Somewhat agree,"W2F, W3P",Somewhat agree,2021/10/06 11:28:47 AM MDT,Medical,Strongly agree,A few times a month,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,1-2 days a week,,Strongly disagree,"Employed, Full time",A few times a month,Somewhat agree,191497,"Yes, I have tested positive.",Agree,3-4 days a week,1-2 days a week,Strongly disagree,1-2 days a week,Never,Agree
Agree,Agree,Never,A few times a month,Somewhat agree,Strongly disagree,Everyday,Somewhat agree,Never,Strongly disagree,Agree,3-4 days a week,Strongly agree,,3-4 days a week,,,1-2 days a week,Never,Everyday,Never,Somewhat disagree,Agree,Once a month or less,Somewhat agree,,Strongly agree,Strongly disagree,Somewhat disagree,98110.0,Somewhat disagree,"W2F, W3P",Strongly disagree,2021/10/05 3:12:05 PM MDT,Medical,Strongly agree,Once a month or less,Agree,Strongly disagree,Disagree,Strongly agree,3-4 days a week,,Disagree,"Employed, Full time",Once a month or less,Agree,191836,"No, I have tested negative.",Somewhat agree,3-4 days a week,Never,Somewhat agree,1-2 days a week,Everyday,Somewhat agree
Somewhat agree,Somewhat agree,Everyday,A few times a month,Strongly agree,Disagree,Once a month or less,Somewhat agree,A few times a month,Somewhat disagree,Strongly agree,A few times a month,Somewhat agree,,1-2 days a week,,,A few times a month,Never,Everyday,Never,Agree,Somewhat disagree,Once a month or less,Disagree,,Agree,Disagree,Agree,98155.0,Strongly disagree,"W2F, W3P",Somewhat agree,2021/10/06 6:08:17 PM MDT,"No, none of the above",Agree,A few times a month,Somewhat agree,Somewhat agree,Disagree,Strongly agree,A few times a month,,Somewhat disagree,"Employed, Full time",A few times a month,Somewhat agree,191767,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,Everyday,Somewhat disagree,Never,3-4 days a week,Disagree
Somewhat agree,Strongly agree,Everyday,Everyday,Strongly agree,Disagree,Never,Disagree,Never,Disagree,Strongly agree,Never,Disagree,,Everyday,,,Never,Never,Everyday,Never,Strongly agree,Somewhat agree,Never,Disagree,,Strongly agree,Strongly agree,Disagree,98122.0,Disagree,"W2F, W3P",Disagree,2021/10/07 12:28:41 PM MDT,"No, none of the above",Disagree,Everyday,Strongly agree,Strongly agree,Strongly agree,Disagree,Everyday,,Disagree,"Employed, Full time",Everyday,Agree,191807,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Everyday,Disagree,Never,Never,Strongly agree
Strongly agree,Strongly disagree,Once a month or less,1-2 days a week,Strongly agree,Strongly disagree,Once a month or less,Agree,Once a month or less,Agree,Strongly agree,A few times a month,Agree,,A few times a month,,,Never,Once a month or less,Everyday,Once a month or less,Strongly agree,Strongly disagree,Once a month or less,Strongly disagree,,Strongly agree,Strongly disagree,Strongly agree,98115.0,Strongly disagree,"W2F, W3P",Strongly agree,2021/10/05 5:17:49 PM MDT,"No, none of the above",Agree,A few times a month,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,1-2 days a week,,Strongly disagree,"Employed, Full time",A few times a month,Agree,191246,"No, I have tested negative.",Strongly agree,A few times a month,Never,Strongly disagree,3-4 days a week,Once a month or less,Disagree
Somewhat disagree,Somewhat disagree,Everyday,A few times a month,Strongly agree,Somewhat disagree,Never,Disagree,A few times a month,Somewhat agree,Agree,Once a month or less,Disagree,,1-2 days a week,,,Once a month or less,Never,Never,Never,Somewhat agree,Somewhat agree,Once a month or less,Disagree,,Somewhat agree,Strongly disagree,Agree,98166.0,Strongly disagree,"W2F, W3P",Somewhat agree,2021/10/05 2:28:13 PM MDT,"No, none of the above",Somewhat agree,A few times a month,Agree,Agree,Agree,Disagree,A few times a month,,Strongly disagree,"Employed, Full time",A few times a month,Somewhat agree,191266,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,3-4 days a week,Strongly disagree,Never,Never,Somewhat disagree
Disagree,Strongly disagree,Never,1-2 days a week,Somewhat agree,Strongly disagree,Never,Strongly disagree,1-2 days a week,Strongly agree,Somewhat agree,Never,Strongly disagree,43.0,A few times a month,"4-year college degree (e.g. BA, BS)","Non-household members (e.g. relatives, roommates)",Never,Never,Everyday,Never,Strongly agree,Strongly disagree,Never,Strongly disagree,Male,Strongly agree,Strongly agree,Agree,98371.0,Strongly disagree,"W1, W3P",Somewhat agree,2021/10/08 9:37:26 PM MDT,,Strongly disagree,1-2 days a week,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1-2 days a week,"$150,000 to $199,999",Somewhat agree,Unemployed,Once a month or less,Agree,190522,"Yes, I have tested positive.",Somewhat agree,3-4 days a week,3-4 days a week,Strongly disagree,Never,Never,Strongly agree
Somewhat agree,Agree,Never,A few times a month,Strongly agree,Somewhat agree,Never,Agree,A few times a month,Somewhat agree,Strongly agree,1-2 days a week,Agree,,3-4 days a week,,,1-2 days a week,Never,3-4 days a week,Never,Agree,Agree,Never,Disagree,,Agree,Strongly disagree,Agree,98026.0,Strongly disagree,"W2F, W3P",Somewhat disagree,2021/10/05 3:05:19 PM MDT,Medical,Agree,A few times a month,Agree,Agree,Strongly disagree,Agree,A few times a month,,Disagree,"Employed, Part time",A few times a month,Agree,191621,"No, I have tested negative.",Strongly agree,3-4 days a week,Once a month or less,Agree,A few times a month,Never,Somewhat disagree
Somewhat agree,Agree,3-4 days a week,1-2 days a week,Strongly agree,Disagree,Never,Strongly disagree,Never,Strongly disagree,Agree,3-4 days a week,Somewhat disagree,,1-2 days a week,,,Never,Never,3-4 days a week,Never,Agree,Somewhat agree,1-2 days a week,Disagree,,Disagree,Strongly disagree,Strongly agree,98122.0,Strongly disagree,"W2F, W3P",Strongly agree,2021/10/07 5:49:03 PM MDT,"No, none of the above",Somewhat agree,1-2 days a week,Somewhat disagree,Somewhat agree,Disagree,Disagree,3-4 days a week,,Strongly disagree,"Employed, Part time",1-2 days a week,Somewhat disagree,191340,"No, I have tested negative.",Strongly agree,1-2 days a week,1-2 days a week,Strongly disagree,Never,Never,Disagree
Somewhat agree,Somewhat agree,A few times a month,1-2 days a week,Agree,Somewhat agree,Never,Disagree,A few times a month,Somewhat agree,Somewhat disagree,Everyday,Strongly agree,49.0,3-4 days a week,"4-year college degree (e.g. BA, BS)",Husband/wife/partner;Cat or Dog,3-4 days a week,Never,Everyday,Never,Somewhat agree,Agree,A few times a month,Somewhat agree,Female,Agree,Strongly disagree,Disagree,98103.0,Disagree,"W1, W3P",Agree,2021/10/09 7:29:58 AM MDT,"No, none of the above",Agree,A few times a month,Somewhat agree,Agree,Strongly disagree,Agree,A few times a month,"$100,000 to $149,999",Disagree,"Employed, Full time",A few times a month,Agree,190008,"No, I have tested negative.",Agree,Never,Never,Strongly disagree,A few times a month,Never,Somewhat disagree
Strongly agree,Agree,Never,A few times a month,Agree,Somewhat disagree,A few times a month,Disagree,3-4 days a week,Disagree,Strongly agree,Never,Agree,,1-2 days a week,,,Never,1-2 days a week,Everyday,Never,Somewhat agree,Agree,1-2 days a week,Agree,,Strongly agree,Agree,Agree,98006.0,Disagree,"W2F, W3P",Agree,2021/10/05 8:34:52 PM MDT,Transportation,Agree,3-4 days a week,Strongly agree,Disagree,Agree,Disagree,A few times a month,,Disagree,"Employed, Full time",3-4 days a week,Strongly agree,191752,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Somewhat agree,1-2 days a week,A few times a month,Agree
Strongly agree,Strongly agree,Never,Never,Strongly agree,Strongly disagree,Never,Strongly disagree,Never,Strongly disagree,Strongly disagree,Never,Strongly agree,,3-4 days a week,,,Never,Never,1-2 days a week,Never,Strongly disagree,Agree,Never,Strongly disagree,,Strongly disagree,Strongly agree,Strongly disagree,98404.0,Strongly disagree,"W2F, W3P",Strongly disagree,2021/10/05 2:30:19 PM MDT,"No, none of the above",Strongly agree,Never,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Everyday,,Strongly disagree,Musican,3-4 days a week,Strongly agree,191740,Prefer not to answer.,Strongly disagree,3-4 days a week,Never,Strongly disagree,Never,Never,Strongly agree
Agree,Somewhat agree,Never,1-2 days a week,Strongly agree,Somewhat agree,Once a month or less,Agree,1-2 days a week,Somewhat agree,Agree,Never,Somewhat agree,63.0,1-2 days a week,"4-year college degree (e.g. BA, BS)",Husband/wife/partner,A few times a month,Never,Never,Never,Somewhat disagree,Strongly disagree,Never,Strongly disagree,Male,Somewhat agree,Somewhat disagree,Strongly agree,98026.0,Disagree,"W1, W2P, W3P",Strongly agree,2021/10/06 6:25:21 PM MDT,Grocery,Agree,1-2 days a week,Strongly agree,Disagree,Agree,Disagree,3-4 days a week,"$75,000 to $99,999",Strongly disagree,"Employed, Full time",1-2 days a week,Strongly agree,190715,"No, I have tested negative.",Strongly agree,Everyday,Never,Strongly disagree,Never,Never,Agree
Somewhat agree,Disagree,3-4 days a week,A few times a month,Strongly agree,Somewhat disagree,Never,Somewhat agree,Once a month or less,Strongly agree,Somewhat agree,1-2 days a week,Disagree,,1-2 days a week,,,Never,Never,Never,Never,Agree,Somewhat disagree,Never,Disagree,,Strongly agree,Strongly disagree,Strongly agree,98087.0,Strongly disagree,"W2F, W3P",Agree,2021/10/07 2:47:06 PM MDT,Medical,Somewhat disagree,A few times a month,Strongly agree,Strongly agree,Disagree,Somewhat agree,1-2 days a week,,Somewhat disagree,"Employed, Full time",A few times a month,Somewhat agree,191657,"No, I have tested negative.",Strongly agree,3-4 days a week,3-4 days a week,Disagree,Never,Never,Disagree
Somewhat disagree,Somewhat disagree,Never,A few times a month,Somewhat agree,Strongly disagree,Once a month or less,Agree,Once a month or less,Somewhat disagree,Strongly agree,A few times a month,Strongly agree,45.0,1-2 days a week,"4-year college degree (e.g. BA, BS)",Husband/wife/partner;Children aged 12-17;Cat or Dog,Once a month or less,Never,3-4 days a week,Never,Somewhat agree,Somewhat disagree,Never,Somewhat agree,Female,Agree,Disagree,Disagree,98103.0,Disagree,"W1, W2P, W3P",Disagree,2021/10/05 3:47:28 PM MDT,"No, none of the above",Somewhat disagree,A few times a month,Somewhat disagree,Strongly disagree,Disagree,Strongly agree,1-2 days a week,Prefer not to answer,Somewhat agree,"Employed, Part time",A few times a month,Somewhat agree,190336,"No, I have tested negative.",Strongly agree,3-4 days a week,Never,Somewhat disagree,1-2 days a week,A few times a month,Disagree
Strongly disagree,Strongly disagree,Never,Once a month or less,Agree,Somewhat disagree,Never,Somewhat disagree,Never,Strongly disagree,Somewhat agree,Never,Strongly agree,65.0,1-2 days a week,2-year college degree (Associate),"Husband/wife/partner;Non-household members (e.g. relatives, roommates)",Never,Never,A few times a month,Never,Somewhat disagree,Somewhat agree,Never,Strongly disagree,Male,Somewhat agree,Agree,Agree,98201.0,Strongly disagree,"W1, W2P, W3P",Somewhat agree,2021/10/08 4:58:28 PM MDT,"No, none of the above",Strongly agree,Never,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,3-4 days a week,"$35,000 to $49,999",Somewhat disagree,"Employed, Part time",1-2 days a week,Strongly agree,190629,"I don't believe so, but I haven't been tested for it.",Somewhat agree,Everyday,Never,Strongly disagree,Never,A few times a month,Somewhat agree
Agree,Somewhat agree,Never,1-2 days a week,Strongly agree,Somewhat disagree,Never,Somewhat agree,A few times a month,Somewhat disagree,Strongly agree,3-4 days a week,Agree,,1-2 days a week,,,Everyday,Never,Everyday,Never,Somewhat agree,Somewhat agree,Never,Somewhat agree,,Agree,Strongly disagree,Agree,98107.0,Somewhat disagree,"W2F, W3P",Somewhat agree,2021/10/05 2:48:19 PM MDT,,Agree,1-2 days a week,Agree,Somewhat agree,Somewhat agree,Agree,1-2 days a week,,Somewhat agree,Student,1-2 days a week,Strongly agree,191229,"No, I have tested negative.",Strongly agree,1-2 days a week,Once a month or less,Disagree,1-2 days a week,3-4 days a week,Somewhat disagree
Agree,Somewhat disagree,Never,A few times a month,Somewhat agree,Strongly disagree,A few times a month,Disagree,Once a month or less,Disagree,Strongly agree,A few times a month,Somewhat agree,,1-2 days a week,,,Never,Never,Everyday,Never,Agree,Somewhat agree,Never,Somewhat agree,,Somewhat agree,Disagree,Somewhat agree,98166.0,Strongly disagree,W3P,Somewhat disagree,2021/10/10 5:32:27 PM MDT,"No, none of the above",Agree,A few times a month,Agree,Agree,Somewhat agree,Somewhat agree,1-2 days a week,,Somewhat agree,"Employed, Part time",A few times a month,Agree,191862,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,Never,Somewhat agree,1-2 days a week,1-2 days a week,Strongly disagree
