Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.comfortable.sharing.a.ride.with.a.stranger..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.like.to.share.rides.with.others.if.it.saves.money..,hh_size,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Everyone.should.stay.at.home.as.much.as.possible.until.the.coronavirus.has.subsided..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.miss.my.commute..,transit_usage_during,education,user_id,age,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Walk.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.other.items..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.travel.on.a.bus.or.light.rail.if.physical.distancingÂ.measures.are.enforced..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Eating.in.restaurants.is.a.fun.leisure.activity..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.Ridehail..e.g..UberPool..Lyft.Shared..,gender,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.increases.family.conflicts..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.can.efficiently.replace.most.of.my.in.person.work.meetings.with.online.meetings.,What.is.your.home.ZIP.code.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shutting.down.businesses.to.prevent.the.spread.of.the.coronavirus.is.not.worth.the.economic.damage.that.it.causes..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.bike.or.scooter..Lime..JUMP..etc...,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.don.t.mind.traveling.on.a.crowded.bus..,job_status,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.perform.better.when.I.interact.with.my.co.workers.in.person..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Physical.distancing.is.an.efficient.approach.for.controlling.the.coronavirus.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Bike.or.Scooter.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.groceries..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.other.items.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...In.store.grocery.shopping.is.fun..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.try.to.use.transportation.options.that.allow.me.to.avoid.contact.with.other.people..,Timestamp,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...My.friends.and.family.expect.me.to.stay.at.home.until.the.coronavirus.subsides..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Even.if.I.don.t.end.up.buying.anything..I.still.enjoy.going.to.stores.and.browsing..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.groceries.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Traveling.by.bus.or.light.rail.poses.a.risk.to.my.health..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Ferry.or.Water.Taxi.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......eat.a.meal.in.a.restaurant..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Drive.Alone.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Wearing.face.covering.should.be.mandatory..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Solo.Ridehail..UberX..Lyft..or.Taxi.,Have.you.had.COVID.19.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...It.is.important.to.me.to.physically.check.out.items.before.buying.them..,wfh_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shopping.online.is.convenient..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.makes.me.less.disciplined.self.controlled..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Carpool.,annual_hh_income,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.food.for.pick.up.delivery.from.a.restaurant..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Personal.space.is.important.to.me.when.I.travel..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.enjoy.social.interactions.with.my.colleagues..,Are.you.employed.in.one.of.the.following.industries.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.prefer.buying.groceries.online.rather.than.going.to.the.store..,Waves,transit_usage_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Media.is.exaggerating.the.spread.of.the.coronavirus..,wfh_during,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.concerned.that.friends.or.family.will.experience.serious.health.issues.if.they.catch.the.coronavirus..,annual_hh_income_avg,income_category,Low_Income,Middle_Income,High_Income,wfh_during_ord,wfh_future_ord,transit_usage_during_ord,transit_usage_future_ord,wfh_future_interval,wfh_change_estimated,transit_change_estimated,transit_usage_future_ordered
Somewhat agree,Somewhat disagree,1,Somewhat agree,Disagree,Never,"4-year college degree (e.g. BA, BS)",190566,66.0,Everyday,Once a month or less,Somewhat agree,Agree,Never,Male,Disagree,Agree,98312.0,Agree,Never,Somewhat agree,"Employed, Full time",Somewhat disagree,Somewhat agree,Never,Everyday,A few times a month,Somewhat agree,Somewhat disagree,2/25/2021 13:38,Somewhat disagree,Somewhat disagree,Never,Somewhat disagree,Once a month or less,A few times a month,Everyday,Somewhat agree,Never,"I don't believe so, but I haven't been tested for it.",Agree,3-4 days a week,Agree,Somewhat disagree,1-2 days a week,"$100,000 to $149,999",A few times a month,Somewhat disagree,Somewhat disagree,"No, none of the above",Disagree,"W1, W2P, W3P",Once a month or less,Disagree,Everyday,Somewhat disagree,124999.5,High,0,0,1,5,4,0,1,3.5,Decreased WFH,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly agree,Never,2-year college degree (Associate),190400,61.0,A few times a month,A few times a month,Strongly agree,Somewhat agree,Once a month or less,Female,Strongly disagree,Strongly agree,98312.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly disagree,Strongly agree,Never,A few times a month,A few times a month,Disagree,Strongly agree,2/24/2021 16:00,Strongly agree,Strongly disagree,Never,Somewhat agree,Once a month or less,A few times a month,A few times a month,Strongly agree,1-2 days a week,"No, I have tested negative.",Strongly disagree,Everyday,Strongly agree,Strongly disagree,Never,"$75,000 to $99,999",A few times a month,Strongly agree,Agree,"No, none of the above",Strongly disagree,"W1, W2P",Never,Strongly disagree,Everyday,Strongly agree,87499.5,Middle,0,1,0,5,5,0,0,5.0,No Change,No Change,Never
Strongly disagree,Disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190326,29.0,Never,A few times a month,Disagree,Strongly disagree,Never,Female,Somewhat disagree,Agree,,Disagree,Never,Strongly disagree,"Employed, Full time",Disagree,Somewhat agree,Never,1-2 days a week,1-2 days a week,Strongly disagree,Disagree,2/24/2021 16:48,Somewhat agree,Strongly disagree,A few times a month,Strongly agree,Never,Once a month or less,3-4 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Strongly disagree,Everyday,Agree,Disagree,Never,"$25,000 to $34,999",A few times a month,Strongly agree,Agree,"No, none of the above",Agree,"W1, W2P, W3P",3-4 days a week,Strongly disagree,Everyday,Strongly agree,29999.5,Low,1,0,0,5,5,0,4,5.0,No Change,Increased Transit,3-4 days a week
Strongly disagree,Strongly disagree,3,Strongly agree,Disagree,Never,Some college/technical school training,190432,40.0,1-2 days a week,A few times a month,Somewhat disagree,Disagree,Never,Female,Disagree,Agree,98270.0,Disagree,Never,Strongly disagree,Homemaker,Disagree,Disagree,Never,A few times a month,3-4 days a week,Disagree,Strongly agree,2/24/2021 15:03,Strongly agree,Disagree,A few times a month,Somewhat agree,Once a month or less,Once a month or less,3-4 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat agree,3-4 days a week,Strongly agree,Disagree,3-4 days a week,"$100,000 to $149,999",A few times a month,Strongly agree,Agree,,Somewhat agree,"W1, W2P, W3P",Once a month or less,Somewhat agree,Everyday,Agree,124999.5,Middle,0,1,0,5,4,0,1,3.5,Decreased WFH,Increased Transit,Once a month or less
Strongly disagree,Somewhat agree,1,Agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190931,62.0,Everyday,1-2 days a week,Agree,Agree,Once a month or less,Female,Disagree,Agree,98383.0,Somewhat disagree,A few times a month,Strongly disagree,Retired,Somewhat agree,Strongly agree,A few times a month,1-2 days a week,1-2 days a week,Agree,Agree,2/8/2021 11:48,Agree,Agree,1-2 days a week,Somewhat agree,1-2 days a week,1-2 days a week,1-2 days a week,Strongly agree,Once a month or less,"No, I have tested negative.",Somewhat disagree,1-2 days a week,Agree,Somewhat agree,1-2 days a week,"Less than $10,000",1-2 days a week,Somewhat agree,Strongly agree,,Somewhat disagree,"W1, W2P",1-2 days a week,Strongly disagree,Everyday,Strongly agree,10000.0,Low,1,0,0,5,3,0,3,1.5,Decreased WFH,Increased Transit,1-2 days a week
Strongly disagree,Strongly disagree,1,Agree,Strongly agree,Never,"4-year college degree (e.g. BA, BS)",190773,27.0,Never,1-2 days a week,Strongly disagree,Strongly agree,Never,Male,Somewhat agree,Disagree,98311.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly agree,Strongly agree,Never,1-2 days a week,A few times a month,Somewhat agree,Strongly agree,3/1/2021 10:24,Agree,Agree,Never,Strongly agree,Never,1-2 days a week,1-2 days a week,Strongly agree,Never,"I believe so, but I haven't been tested for it.",Strongly agree,Never,Strongly agree,Strongly agree,Never,"$100,000 to $149,999",Never,Strongly agree,Strongly agree,"No, none of the above",Somewhat disagree,"W1, W2P",3-4 days a week,Disagree,3-4 days a week,Strongly agree,124999.5,High,0,0,1,4,0,0,4,0.0,Decreased WFH,Increased Transit,3-4 days a week
Strongly disagree,Strongly disagree,3,Agree,Disagree,Never,Some college/technical school training,190732,43.0,Everyday,1-2 days a week,Strongly disagree,Strongly agree,Never,Male,Agree,Disagree,98292.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Agree,Agree,Never,1-2 days a week,1-2 days a week,Agree,Strongly agree,3/1/2021 10:19,Somewhat agree,Strongly agree,Never,Agree,Never,1-2 days a week,Everyday,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,Agree,Disagree,Never,"$100,000 to $149,999",Once a month or less,Strongly agree,Strongly agree,"No, none of the above",Strongly disagree,"W1, W2P",Never,Agree,Never,Strongly agree,124999.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Disagree,Disagree,1,Agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190073,64.0,3-4 days a week,1-2 days a week,Somewhat agree,Strongly disagree,Once a month or less,Female,Somewhat agree,Strongly agree,98310.0,Agree,Never,Strongly disagree,Retired,Somewhat agree,Strongly agree,1-2 days a week,1-2 days a week,Never,Somewhat agree,Strongly agree,2/17/2021 12:53,Agree,Somewhat disagree,Never,Agree,Once a month or less,A few times a month,1-2 days a week,Strongly agree,Once a month or less,"No, I have tested negative.",Agree,Never,Somewhat disagree,Somewhat agree,A few times a month,"$75,000 to $99,999",A few times a month,Strongly agree,Somewhat agree,,Strongly disagree,"W1, W2P, W3P",A few times a month,Strongly disagree,Never,Strongly agree,87499.5,Middle,0,1,0,0,0,0,2,0.0,No Change,Increased Transit,A few times a month
Disagree,Disagree,1,Disagree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190136,64.0,3-4 days a week,Once a month or less,Strongly agree,Somewhat agree,Never,Female,Strongly disagree,Strongly disagree,98012.0,Disagree,Never,Strongly disagree,Retired,Somewhat agree,Strongly agree,Never,Once a month or less,A few times a month,Strongly disagree,Strongly agree,2/22/2021 17:35,Strongly agree,Somewhat agree,1-2 days a week,Strongly agree,Once a month or less,Once a month or less,Everyday,Strongly agree,Never,"No, I have tested negative.",Strongly disagree,Never,Strongly agree,Strongly disagree,Never,"$50,000 to $74,999",A few times a month,Strongly agree,Strongly agree,,Agree,"W1, W2P",Never,Strongly disagree,Never,Strongly agree,62499.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Somewhat disagree,Disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",191107,34.0,A few times a month,1-2 days a week,Strongly agree,Agree,Once a month or less,Female,Disagree,Strongly agree,98445.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly disagree,Somewhat agree,Never,1-2 days a week,Never,Strongly agree,Agree,3/3/2021 9:45,Strongly agree,Strongly agree,Never,Agree,Once a month or less,1-2 days a week,Everyday,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Disagree,Never,Strongly agree,Disagree,Never,"$25,000 to $34,999",1-2 days a week,Strongly agree,Disagree,"No, none of the above",Somewhat agree,"W1, W2P",A few times a month,Strongly disagree,Never,Strongly agree,29999.5,Low,1,0,0,0,0,0,2,0.0,No Change,Increased Transit,A few times a month
Strongly disagree,Somewhat agree,1,Strongly agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190993,32.0,Everyday,A few times a month,Somewhat disagree,Somewhat disagree,A few times a month,Male,Strongly disagree,Strongly agree,98116.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Disagree,Never,A few times a month,A few times a month,Strongly disagree,Strongly agree,3/3/2021 10:30,Strongly agree,Strongly agree,Never,Strongly agree,1-2 days a week,A few times a month,Everyday,Strongly agree,A few times a month,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,Strongly agree,Strongly agree,Never,"$75,000 to $99,999",A few times a month,Strongly agree,Somewhat agree,"No, none of the above",Strongly disagree,"W1, W2P, W3P",1-2 days a week,Disagree,Everyday,Strongly agree,87499.5,Middle,0,1,0,5,4,0,3,3.5,Decreased WFH,Increased Transit,1-2 days a week
Strongly disagree,Somewhat disagree,1,Strongly agree,Somewhat disagree,Never,2-year college degree (Associate),190031,72.0,3-4 days a week,A few times a month,Agree,Somewhat agree,Never,Female,Somewhat agree,Agree,98038.0,Strongly disagree,Never,Disagree,Retired,Somewhat agree,Strongly agree,Never,A few times a month,Once a month or less,Somewhat agree,Agree,2/19/2021 12:05,Strongly agree,Agree,Once a month or less,Agree,Once a month or less,Once a month or less,A few times a month,Strongly agree,Never,"No, I have tested negative.",Agree,Never,Agree,Somewhat disagree,Never,"$75,000 to $99,999",Never,Agree,Agree,,Somewhat disagree,"W1, W2P",Never,Strongly disagree,Never,Strongly agree,87499.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Strongly disagree,Strongly disagree,1,Strongly agree,Somewhat disagree,Never,"4-year college degree (e.g. BA, BS)",191062,50.0,Everyday,3-4 days a week,Strongly disagree,Strongly disagree,1-2 days a week,Male,Somewhat agree,Somewhat agree,98052.0,Strongly disagree,Never,Strongly disagree,Retired,Strongly agree,Strongly agree,3-4 days a week,3-4 days a week,1-2 days a week,Somewhat disagree,Strongly agree,3/4/2021 9:02,Strongly agree,Strongly disagree,A few times a month,Strongly agree,Once a month or less,3-4 days a week,1-2 days a week,Strongly agree,1-2 days a week,"I believe so, but I haven't been tested for it.",Somewhat agree,Never,Agree,Agree,Never,"$100,000 to $149,999",3-4 days a week,Agree,Strongly agree,,Somewhat agree,"W1, W2P",1-2 days a week,Strongly disagree,Never,Strongly agree,124999.5,High,0,0,1,0,0,0,3,0.0,No Change,Increased Transit,1-2 days a week
Disagree,Disagree,1,Somewhat agree,Somewhat disagree,3-4 days a week,"Graduate degree (e.g. MS, PhD, MBA)",190132,30.0,Everyday,A few times a month,Agree,Disagree,Never,Female,Somewhat agree,Strongly agree,98115.0,Somewhat disagree,Never,Somewhat agree,"Employed, Part time",Agree,Strongly agree,Never,A few times a month,A few times a month,Disagree,Agree,2/22/2021 11:31,Somewhat agree,Disagree,A few times a month,Somewhat agree,Never,A few times a month,1-2 days a week,Strongly agree,3-4 days a week,"No, I have tested negative.",Disagree,Never,Agree,Disagree,Never,"$200,000 or more",1-2 days a week,Strongly agree,Disagree,Medical,Agree,"W1, W2P",3-4 days a week,Disagree,Never,Agree,200000.0,High,0,0,1,0,0,4,4,0.0,No Change,No Change,3-4 days a week
Strongly disagree,Strongly disagree,1,Strongly agree,Agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190881,56.0,Everyday,1-2 days a week,Strongly disagree,Strongly disagree,Once a month or less,Male,Disagree,Somewhat agree,98405.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Agree,Strongly agree,Never,A few times a month,A few times a month,Strongly disagree,Strongly agree,3/1/2021 20:41,Somewhat agree,Strongly disagree,A few times a month,Strongly agree,Once a month or less,1-2 days a week,3-4 days a week,Strongly agree,Once a month or less,"I believe so, but I haven't been tested for it.",Strongly disagree,1-2 days a week,Strongly agree,Somewhat agree,Once a month or less,"$150,000 to $199,999",A few times a month,Strongly agree,Agree,"No, none of the above",Strongly agree,"W1, W2P",Once a month or less,Strongly disagree,Everyday,Agree,174999.5,High,0,0,1,5,3,0,1,1.5,Decreased WFH,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Strongly agree,Agree,Never,"4-year college degree (e.g. BA, BS)",190065,44.0,Everyday,Once a month or less,Strongly disagree,Strongly agree,Never,Female,Strongly disagree,Strongly agree,98034.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Agree,Strongly agree,Never,A few times a month,1-2 days a week,Strongly disagree,Strongly agree,2/17/2021 9:53,Agree,Strongly disagree,1-2 days a week,Strongly agree,Once a month or less,A few times a month,3-4 days a week,Strongly agree,Never,"No, I have tested negative.",Somewhat agree,Everyday,Strongly agree,Strongly disagree,3-4 days a week,"$100,000 to $149,999",1-2 days a week,Strongly agree,Strongly agree,"No, none of the above",Strongly agree,"W1, W2P, W3P",Never,Strongly disagree,Everyday,Strongly agree,124999.5,High,0,0,1,5,5,0,0,5.0,No Change,No Change,Never
Strongly disagree,Agree,1,Strongly agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190042,50.0,3-4 days a week,A few times a month,Disagree,Somewhat agree,Never,Female,Agree,Agree,98023.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Somewhat agree,Never,Once a month or less,A few times a month,Strongly disagree,Agree,2/17/2021 10:56,Somewhat agree,Disagree,A few times a month,Agree,Never,Once a month or less,Everyday,Strongly agree,Never,"I believe so, but I haven't been tested for it.",Somewhat agree,Never,Strongly agree,Disagree,Never,"$50,000 to $74,999",A few times a month,Strongly agree,Agree,"No, none of the above",Agree,"W1, W2P",Never,Somewhat disagree,3-4 days a week,Agree,62499.5,Middle,0,1,0,4,0,0,0,0.0,Decreased WFH,No Change,Never
Strongly disagree,Strongly disagree,2,Agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190292,31.0,1-2 days a week,1-2 days a week,Disagree,Strongly disagree,Never,Female,Strongly disagree,Disagree,98007.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Agree,Agree,Never,1-2 days a week,A few times a month,Agree,Strongly agree,2/24/2021 14:21,Strongly agree,Strongly disagree,Never,Agree,Once a month or less,1-2 days a week,Everyday,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Disagree,Never,Strongly agree,Somewhat agree,A few times a month,"$200,000 or more",A few times a month,Strongly agree,Strongly agree,"No, none of the above",Strongly disagree,"W1, W2P",A few times a month,Strongly disagree,Everyday,Strongly agree,200000.0,High,0,0,1,5,0,0,2,0.0,Decreased WFH,Increased Transit,A few times a month
Strongly agree,Disagree,1,Strongly disagree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190846,43.0,Everyday,1-2 days a week,Agree,Agree,Never,Female,Strongly agree,Strongly agree,98204.0,Agree,Never,Strongly agree,"Employed, Full time",Strongly agree,Disagree,Never,1-2 days a week,Never,Agree,Agree,2/8/2021 21:48,Disagree,Agree,Never,Strongly disagree,Never,A few times a month,Everyday,Disagree,Never,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,Agree,Somewhat disagree,Never,"$50,000 to $74,999",Never,Agree,Strongly agree,"No, none of the above",Strongly disagree,"W1, W2P, W3P",Never,Strongly agree,A few times a month,Somewhat agree,62499.5,Middle,0,1,0,2,2,0,0,1.0,No Change,No Change,Never
Strongly disagree,Strongly disagree,1,Somewhat disagree,Strongly disagree,Never,Some college/technical school training,190687,60.0,Never,1-2 days a week,Strongly agree,Strongly agree,Never,Male,Strongly disagree,Strongly disagree,98012.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly disagree,Somewhat disagree,Never,3-4 days a week,1-2 days a week,Strongly disagree,Agree,2/8/2021 17:20,Strongly disagree,Strongly disagree,1-2 days a week,Somewhat agree,Never,1-2 days a week,Everyday,Somewhat agree,Never,"No, I have tested negative.",Strongly agree,Never,Strongly agree,Strongly disagree,Never,"$75,000 to $99,999",1-2 days a week,Strongly agree,Agree,Transportation,Somewhat agree,"W1, W2P",Never,Somewhat agree,Never,Strongly disagree,87499.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Strongly disagree,Disagree,2,Strongly agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190322,44.0,Once a month or less,A few times a month,Disagree,Agree,Once a month or less,Female,Somewhat disagree,Somewhat agree,98052.0,Somewhat agree,Never,Strongly disagree,"Employed, Full time",Disagree,Somewhat disagree,Once a month or less,A few times a month,A few times a month,Disagree,Strongly agree,2/25/2021 1:38,Somewhat agree,Disagree,1-2 days a week,Somewhat agree,Never,Once a month or less,3-4 days a week,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Disagree,1-2 days a week,Strongly agree,Strongly disagree,Once a month or less,"$200,000 or more",Once a month or less,Strongly agree,Agree,"No, none of the above",Strongly agree,"W1, W2P",Never,Strongly disagree,A few times a month,Disagree,200000.0,High,0,0,1,2,3,0,0,1.5,Increased WFH,No Change,Never
Somewhat agree,Somewhat disagree,3,Strongly disagree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190812,51.0,Never,1-2 days a week,Somewhat disagree,Strongly agree,Never,Male,Agree,Somewhat agree,98272.0,Strongly agree,Never,Disagree,"Employed, Full time",Somewhat disagree,Disagree,Never,1-2 days a week,A few times a month,Somewhat agree,Somewhat disagree,3/1/2021 13:47,Disagree,Somewhat disagree,Never,Somewhat agree,Never,1-2 days a week,3-4 days a week,Strongly disagree,Once a month or less,"I believe so, but I haven't been tested for it.",Agree,3-4 days a week,Somewhat agree,Somewhat agree,Never,"$150,000 to $199,999",Once a month or less,Agree,Agree,"No, none of the above",Disagree,"W1, W2P, W3P",Never,Strongly agree,Everyday,Disagree,174999.5,High,0,0,1,5,4,0,0,3.5,Decreased WFH,No Change,Never
Strongly disagree,Strongly disagree,3,Agree,Strongly disagree,Never,Some college/technical school training,190067,48.0,3-4 days a week,3-4 days a week,Somewhat disagree,Somewhat disagree,Once a month or less,Female,Somewhat agree,Agree,98065.0,Somewhat disagree,Once a month or less,Strongly disagree,"Employed, Part time",Somewhat agree,Strongly agree,Once a month or less,3-4 days a week,1-2 days a week,Somewhat disagree,Agree,2/8/2021 10:49,Agree,Somewhat disagree,A few times a month,Somewhat agree,Once a month or less,1-2 days a week,3-4 days a week,Strongly agree,Once a month or less,"No, I have tested negative.",Somewhat agree,1-2 days a week,Strongly agree,Somewhat agree,Never,"$100,000 to $149,999",3-4 days a week,Agree,Strongly agree,"No, none of the above",Disagree,"W1, W2P",Once a month or less,Strongly disagree,1-2 days a week,Agree,124999.5,Middle,0,1,0,3,3,0,1,1.5,No Change,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,2,Strongly agree,Strongly disagree,Never,"Professional degree (e.g. MD, JD)",191066,57.0,A few times a month,A few times a month,Disagree,Strongly disagree,Never,Male,Strongly agree,Strongly agree,98072.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Strongly agree,3-4 days a week,A few times a month,3-4 days a week,Strongly disagree,Strongly agree,3/3/2021 9:32,Strongly agree,Strongly disagree,A few times a month,Agree,Never,1-2 days a week,3-4 days a week,Strongly agree,A few times a month,"No, I have tested negative.",Strongly disagree,3-4 days a week,Strongly agree,Strongly disagree,Never,"$150,000 to $199,999",1-2 days a week,Strongly agree,Agree,"No, none of the above",Strongly agree,"W1, W2P",Never,Strongly disagree,Everyday,Strongly agree,174999.5,High,0,0,1,5,4,0,0,3.5,Decreased WFH,No Change,Never
Somewhat disagree,Somewhat agree,1,Agree,Strongly agree,A few times a month,Some college/technical school training,190749,18.0,Everyday,A few times a month,Strongly agree,Strongly agree,Once a month or less,Male,Somewhat agree,Strongly disagree,,Strongly agree,Once a month or less,Strongly disagree,Student,Strongly agree,Strongly agree,A few times a month,A few times a month,A few times a month,Strongly agree,Strongly agree,3/1/2021 16:31,Disagree,Strongly agree,A few times a month,Agree,Never,A few times a month,Once a month or less,Strongly agree,A few times a month,"No, I have tested negative.",Somewhat agree,1-2 days a week,Strongly agree,Somewhat agree,Never,"$100,000 to $149,999",A few times a month,Strongly agree,Strongly agree,,Strongly disagree,"W1, W2P",1-2 days a week,Somewhat disagree,Everyday,Strongly agree,124999.5,High,0,0,1,5,3,2,3,1.5,Decreased WFH,Increased Transit,1-2 days a week
Strongly disagree,Strongly disagree,1,Somewhat agree,Somewhat disagree,Never,"Professional degree (e.g. MD, JD)",190591,45.0,1-2 days a week,1-2 days a week,Disagree,Somewhat agree,Never,Male,Somewhat agree,Disagree,98105.0,Disagree,Never,Strongly disagree,"Employed, Part time",Somewhat disagree,Agree,Never,1-2 days a week,1-2 days a week,Somewhat agree,Agree,2/25/2021 11:38,Agree,Somewhat agree,Never,Strongly agree,Never,A few times a month,1-2 days a week,Strongly agree,Never,"No, I have tested negative.",Somewhat disagree,1-2 days a week,Somewhat agree,Disagree,Never,"$35,000 to $49,999",A few times a month,Agree,Somewhat agree,Medical,Disagree,"W1, W2P, W3P",3-4 days a week,Somewhat agree,Everyday,Agree,42499.5,Middle,0,1,0,5,3,0,4,1.5,Decreased WFH,Increased Transit,3-4 days a week
Strongly disagree,Strongly agree,2,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190838,60.0,Everyday,1-2 days a week,Strongly agree,Strongly agree,Never,Female,Strongly disagree,Strongly agree,98292.0,Strongly disagree,Never,Strongly disagree,Unemployed,Strongly agree,Strongly agree,A few times a month,3-4 days a week,A few times a month,Strongly agree,Disagree,3/1/2021 10:30,Strongly agree,Strongly agree,A few times a month,Strongly agree,Once a month or less,1-2 days a week,3-4 days a week,Strongly agree,Never,"No, I have tested negative.",Somewhat agree,Everyday,Agree,Somewhat agree,Once a month or less,"$100,000 to $149,999",1-2 days a week,Strongly agree,Agree,,Disagree,"W1, W2P",Once a month or less,Strongly disagree,Everyday,Strongly agree,124999.5,Middle,0,1,0,5,5,0,1,5.0,No Change,Increased Transit,Once a month or less
